ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,mo_sold,yr_sold,sale_type,saleprice
1story_1946_&_newer_all_styles,RL,80.0,8400.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,9,1962,2005,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,237.0,Gd,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,1319.0,GasA,TA,Y,SBrkr,1537.0,0.0,1537.0,1,1,1,3,1,Gd,7,Typ,1,Gd,Attchd,1962,RFn,2,462.0,TA,TA,Y,0.0,36.0,7,2008,COD,12.066810578196666
1story_1946_&_newer_all_styles,RL,85.0,15428.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1951,1991,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,741.0,Unf,884.0,GasA,Ex,Y,SBrkr,884.0,0.0,884.0,1,1,0,2,1,TA,4,Typ,0,,Attchd,1951,Fin,1,270.0,TA,TA,Y,0.0,0.0,6,2006,WD ,11.863582336583399
1story_1946_&_newer_all_styles,FV,81.0,11216.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,1489.0,GasA,Ex,Y,SBrkr,1489.0,0.0,1489.0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,2,776.0,TA,TA,Y,0.0,140.0,6,2006,New,12.3570755190667
1story_1946_&_newer_all_styles,RL,78.0,10140.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,CBlock,TA,TA,No,ALQ,663.0,LwQ,1040.0,GasA,Fa,Y,SBrkr,1309.0,0.0,1309.0,1,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,1974,RFn,2,484.0,TA,TA,Y,265.0,0.0,1,2006,WD ,12.106252310247962
2story_pud__1946_&_newer,RM,42.0,3964.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,837.0,Unf,942.0,GasA,Gd,Y,SBrkr,1291.0,1230.0,2521.0,1,2,1,5,1,TA,10,Maj1,1,Gd,Attchd,1973,Fin,2,576.0,TA,TA,Y,728.0,20.0,6,2006,WD ,11.927680619985486
1story_1946_&_newer_all_styles,RL,98.0,11428.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1626.0,GasA,Ex,Y,SBrkr,1634.0,0.0,1634.0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,3,866.0,TA,TA,Y,0.0,44.0,5,2007,WD ,12.429216196844383
2story_1946_&_newer,RL,80.0,10421.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,394.0,Unf,980.0,GasA,TA,Y,SBrkr,980.0,734.0,1714.0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1988,Unf,2,496.0,TA,TA,Y,228.0,66.0,3,2010,WD ,12.188417710291453
21/2_story_all_ages,RM,75.0,13500.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,8,1879,1987,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,819.0,GasA,TA,Y,FuseA,1312.0,1142.0,2454.0,0,2,0,3,1,TA,8,Typ,1,Gd,Attchd,1950,Unf,2,576.0,TA,TA,N,0.0,148.0,2,2007,WD ,12.128111104060462
1story_1946_&_newer_all_styles,RL,75.0,9000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,CBlock,TA,TA,Av,BLQ,955.0,Unf,1216.0,GasA,TA,Y,SBrkr,1216.0,0.0,1216.0,1,1,0,3,1,TA,5,Typ,0,,Attchd,1969,Unf,1,336.0,TA,TA,Y,0.0,0.0,8,2009,WD ,11.635143097694478
1story_1946_&_newer_all_styles,RL,60.0,8089.0,Pave,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,945.0,Unf,1419.0,GasA,Ex,Y,SBrkr,1419.0,0.0,1419.0,1,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2007,RFn,2,567.0,TA,TA,Y,140.0,0.0,10,2007,New,12.8790171187726
2story_pud__1946_&_newer,FV,24.0,2117.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,417.0,Unf,756.0,GasA,Ex,Y,SBrkr,769.0,804.0,1573.0,0,2,1,3,1,Gd,4,Typ,0,,Detchd,2000,Unf,2,440.0,TA,TA,Y,0.0,32.0,9,2007,WD ,12.083905011555967
2story_1946_&_newer,FV,85.0,10625.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,353.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1158.0,GasA,Ex,Y,SBrkr,1158.0,1285.0,2443.0,0,2,1,4,1,Gd,9,Min2,1,Gd,BuiltIn,2004,RFn,3,744.0,TA,TA,Y,193.0,127.0,6,2007,WD ,12.487485104968359
2story_1946_&_newer,FV,106.0,8413.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Ex,TA,Mn,GLQ,901.0,Unf,1220.0,GasA,Ex,Y,SBrkr,1220.0,1142.0,2362.0,1,2,1,3,1,Gd,8,Typ,2,TA,Attchd,1998,RFn,2,1105.0,Gd,TA,Y,147.0,0.0,6,2007,WD ,12.652359748158593
21/2_story_all_ages,RM,75.0,13500.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Ex,Ex,BrkTil,TA,TA,No,Unf,0.0,Unf,1237.0,GasA,Gd,Y,SBrkr,1521.0,1254.0,2775.0,0,3,1,3,1,Gd,9,Typ,1,Gd,Detchd,1988,Unf,2,880.0,Gd,TA,Y,105.0,502.0,7,2008,WD ,12.691580461311874
1story_1946_&_newer_all_styles,RL,69.06,15676.0,Pave,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,8,1980,1980,Gable,CompShg,VinylSd,VinylSd,BrkFace,115.0,Gd,Gd,CBlock,Gd,Gd,Gd,ALQ,1733.0,Rec,2014.0,GasA,Gd,Y,SBrkr,2014.0,0.0,2014.0,1,2,0,2,1,Gd,6,Maj1,2,Gd,Attchd,1980,RFn,3,864.0,TA,TA,Y,462.0,0.0,4,2009,WD ,12.524526376648708
2story_1946_&_newer,RL,82.0,9950.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,565.0,Unf,1203.0,GasA,Ex,Y,SBrkr,1214.0,1306.0,2520.0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995,RFn,3,721.0,TA,TA,Y,224.0,114.0,6,2007,WD ,12.577636201962656
1story_1946_&_newer_all_styles,RL,39.0,15410.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,6,6,1974,2002,Hip,CompShg,Plywood,Plywood,BrkCmn,250.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,126.0,GLQ,1208.0,GasA,Ex,Y,SBrkr,1494.0,0.0,1494.0,1,2,0,3,1,TA,7,Typ,2,Fa,Attchd,1974,Fin,2,461.0,TA,TA,Y,296.0,0.0,4,2010,WD ,12.037653993905211
1story_1945_&_older,RM,50.0,6000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,616.0,Unf,616.0,GasA,Gd,Y,SBrkr,616.0,0.0,616.0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1921,Unf,1,205.0,TA,TA,Y,0.0,0.0,6,2006,WD ,11.396391648714276
2story_1946_&_newer,RL,63.0,8402.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,789.0,GasA,Gd,Y,SBrkr,789.0,676.0,1465.0,0,2,1,3,1,TA,7,Typ,1,Gd,Attchd,1998,Fin,2,393.0,TA,TA,Y,0.0,75.0,5,2010,WD ,12.10293188661066
1story_1946_&_newer_all_styles,RL,85.0,10655.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,Gd,TA,PConc,Gd,TA,No,GLQ,1124.0,,3206.0,GasA,Ex,Y,SBrkr,1629.0,0.0,1629.0,1,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2003,RFn,3,880.0,TA,TA,Y,0.0,0.0,10,2009,WD ,12.556729517143344
1story_1946_&_newer_all_styles,RL,70.0,10150.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,456.0,Unf,912.0,GasA,Ex,Y,FuseA,912.0,0.0,912.0,0,1,0,2,1,TA,5,Typ,0,,Attchd,1958,RFn,1,275.0,TA,TA,Y,0.0,0.0,7,2007,COD,11.648330101976432
1story_1946_&_newer_all_styles,RL,84.0,10084.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,1552.0,GasA,Ex,Y,SBrkr,1552.0,0.0,1552.0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2005,RFn,3,782.0,TA,TA,Y,144.0,20.0,7,2006,New,12.26857785088157
1story_1946_&_newer_all_styles,RL,67.0,16285.0,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1413.0,GasA,Ex,Y,SBrkr,1430.0,0.0,1430.0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2001,RFn,2,605.0,TA,TA,Y,0.0,33.0,6,2009,WD ,12.139398512262181
2story_pud__1946_&_newer,FV,34.0,3230.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,419.0,Unf,729.0,GasA,Gd,Y,SBrkr,729.0,729.0,1458.0,0,2,1,2,1,TA,5,Typ,1,Fa,Detchd,1999,Unf,2,440.0,TA,TA,Y,0.0,32.0,6,2007,WD ,12.078239274020289
1story_1946_&_newer_all_styles,RL,69.06,21579.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,1968,1968,Hip,CompShg,HdBoard,BrkFace,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,813.0,Unf,1488.0,GasA,Ex,Y,SBrkr,1488.0,0.0,1488.0,0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,1968,RFn,2,552.0,TA,TA,Y,0.0,0.0,9,2007,CWD,12.2783933071098
2story_1946_&_newer,RL,64.0,8320.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,490.0,Unf,770.0,GasA,Ex,Y,SBrkr,770.0,812.0,1582.0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2004,RFn,2,520.0,TA,TA,Y,0.0,45.0,9,2008,WD ,12.132964173709535
1story_1946_&_newer_all_styles,RL,60.0,6960.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,375.0,BLQ,864.0,GasA,TA,Y,SBrkr,864.0,0.0,864.0,0,1,0,3,1,Gd,5,Typ,0,,Detchd,1989,Unf,2,660.0,TA,TA,Y,96.0,0.0,11,2009,WD ,11.699405031912846
2story_1946_&_newer,RL,60.0,21930.0,Pave,IR3,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Av,Unf,0.0,Unf,732.0,GasA,Ex,Y,SBrkr,734.0,1104.0,1838.0,0,2,1,4,1,TA,7,Typ,1,Gd,BuiltIn,2005,Fin,2,372.0,TA,TA,Y,100.0,40.0,7,2006,WD ,12.16597955196373
1story_1946_&_newer_all_styles,RL,60.0,6600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,641.0,Unf,816.0,GasA,Ex,Y,SBrkr,816.0,0.0,816.0,0,1,0,3,1,Gd,5,Typ,1,Ex,Attchd,1982,Unf,1,264.0,TA,TA,Y,0.0,0.0,10,2008,WD ,11.779128505744886
11/2_story_finished_all_ages,RL,50.0,8405.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,Wall,TA,N,FuseF,1088.0,441.0,1529.0,0,2,0,4,1,TA,9,Mod,0,,Detchd,1945,Unf,1,240.0,TA,TA,N,92.0,0.0,4,2009,WD ,11.49272275765271
1story_1945_&_older,RM,60.0,8967.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,Fa,Po,No,Unf,0.0,Unf,961.0,GasA,Gd,Y,Mix,1077.0,0.0,1077.0,0,1,0,2,1,TA,6,Maj2,0,,Detchd,1920,Unf,1,338.0,Po,Po,N,0.0,0.0,11,2007,WD ,11.112447898373103
2story_1946_&_newer,RL,86.0,10562.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1288.0,Unf,1582.0,GasA,Ex,Y,SBrkr,1610.0,551.0,2161.0,1,1,1,3,1,Ex,8,Typ,1,Gd,Attchd,2007,Fin,3,789.0,TA,TA,Y,178.0,120.0,11,2007,New,12.693498620467778
1story_1946_&_newer_all_styles,RL,44.0,12864.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1392.0,Unf,1409.0,GasA,Ex,Y,SBrkr,1409.0,0.0,1409.0,1,1,1,1,1,Gd,4,Typ,1,Gd,Attchd,2002,RFn,2,576.0,TA,TA,Y,0.0,144.0,7,2007,WD ,12.409013489526863
1story_1946_&_newer_all_styles,RL,66.0,13695.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,646.0,Unf,1114.0,GasA,Ex,Y,SBrkr,1114.0,0.0,1114.0,1,1,1,3,1,Gd,6,Typ,0,,Detchd,2004,Unf,2,576.0,TA,TA,Y,0.0,102.0,6,2008,WD ,11.976659481202368
1story_1946_&_newer_all_styles,RL,79.0,10289.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,ALQ,836.0,Unf,1073.0,GasA,TA,Y,SBrkr,1073.0,0.0,1073.0,1,1,1,3,1,TA,6,Typ,0,,Attchd,1965,RFn,2,515.0,TA,TA,Y,0.0,0.0,6,2007,WD ,11.957611286231675
1story_1946_&_newer_all_styles,RL,69.06,11120.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,660.0,Unf,1232.0,GasA,TA,Y,SBrkr,1232.0,0.0,1232.0,0,2,0,3,1,TA,6,Typ,0,,Attchd,1984,Unf,2,516.0,TA,TA,Y,0.0,0.0,6,2008,WD ,11.998433280751929
duplex__all_styles_and_ages,RL,73.0,9069.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,SFoyer,6,8,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,Gd,TA,Av,LwQ,261.0,GLQ,1344.0,GasA,Gd,Y,SBrkr,1440.0,0.0,1440.0,2,2,0,2,2,Gd,8,Typ,0,,Attchd,1993,Unf,4,920.0,TA,TA,Y,288.0,0.0,4,2006,WD ,12.321630986164447
1story_1946_&_newer_all_styles,RL,69.06,47280.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,1950,1950,Hip,CompShg,AsbShng,AsbShng,BrkFace,44.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1488.0,GasA,Gd,Y,SBrkr,1488.0,0.0,1488.0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1950,RFn,2,738.0,TA,TA,Y,0.0,0.0,7,2008,WD ,11.79810440720389
2story_1946_&_newer,RL,63.0,7875.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,783.0,GasA,Ex,Y,SBrkr,807.0,702.0,1509.0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2003,Fin,2,393.0,TA,TA,Y,0.0,75.0,7,2006,WD ,12.100712129872347
1story_1946_&_newer_all_styles,RL,60.0,6600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1982,2005,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,638.0,Unf,845.0,GasA,Gd,Y,SBrkr,845.0,0.0,845.0,0,1,0,3,1,Gd,6,Typ,0,,Attchd,1982,Unf,1,264.0,TA,TA,Y,0.0,0.0,7,2008,WD ,11.809319478024031
split_or_multilevel,RL,101.0,9150.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,371.0,Unf,1099.0,GasA,Gd,Y,SBrkr,1431.0,0.0,1431.0,0,1,0,3,1,TA,6,Typ,1,Gd,Basment,1962,RFn,1,296.0,TA,TA,Y,64.0,110.0,12,2008,WD ,12.013700752882718
1story_1946_&_newer_all_styles,RL,65.0,7150.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,BLQ,432.0,Unf,892.0,GasA,TA,Y,SBrkr,892.0,0.0,892.0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1967,RFn,1,288.0,TA,TA,Y,0.0,0.0,7,2009,WD ,11.512925464970229
1story_1946_&_newer_all_styles,RL,69.06,12285.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1960,1960,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,TA,TA,CBlock,TA,TA,No,BLQ,544.0,Unf,1329.0,GasA,Gd,Y,SBrkr,1329.0,0.0,1329.0,0,1,1,3,1,TA,5,Typ,2,Gd,Attchd,1960,Unf,2,441.0,TA,TA,Y,0.0,0.0,8,2009,WD ,12.078239274020289
1story_1946_&_newer_all_styles,RL,102.0,17920.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,306.0,Rec,1763.0,GasA,TA,Y,SBrkr,1779.0,0.0,1779.0,1,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1955,Unf,2,454.0,TA,TA,Y,0.0,418.0,7,2006,WD ,12.043553716032399
1story_pud_(planned_unit_development)__1946_&_newer,RL,53.0,3684.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1373.0,GasA,Ex,Y,SBrkr,1555.0,0.0,1555.0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2007,Fin,3,660.0,TA,TA,Y,143.0,20.0,6,2009,WD ,12.066810578196666
11/2_story_finished_all_ages,RM,62.0,7006.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,Rec,121.0,Unf,768.0,GasA,TA,Y,SBrkr,788.0,448.0,1236.0,1,2,0,3,1,TA,6,Typ,1,Gd,Detchd,1985,Unf,1,384.0,TA,TA,Y,0.0,0.0,8,2008,WD ,11.751942365440728
2story_1946_&_newer,RL,77.0,8390.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,831.0,GasA,Ex,Y,SBrkr,873.0,778.0,1651.0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1999,Fin,2,450.0,TA,TA,Y,0.0,103.0,5,2008,WD ,12.132964173709535
1story_1945_&_older,RM,50.0,5784.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,190.0,GasA,Gd,Y,FuseA,886.0,0.0,886.0,0,1,0,2,1,TA,4,Typ,0,,Attchd,1938,Unf,1,273.0,TA,TA,Y,144.0,20.0,12,2009,WD ,11.421906066583059
1story_1946_&_newer_all_styles,RL,70.0,9135.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,340.0,Unf,1682.0,GasA,Ex,Y,SBrkr,1700.0,0.0,1700.0,1,2,0,3,1,Gd,7,Typ,0,,Attchd,2003,RFn,2,544.0,TA,TA,Y,192.0,23.0,5,2006,WD ,12.206072645530174
11/2_story_finished_all_ages,RL,78.0,10496.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,TA,CBlock,TA,TA,Mn,Rec,196.0,Unf,1040.0,GasA,Ex,Y,SBrkr,1168.0,678.0,1846.0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1949,Unf,1,315.0,TA,TA,Y,0.0,0.0,1,2007,WD ,11.870599909242044
11/2_story_finished_all_ages,RL,69.06,13650.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,57.0,BLQ,1052.0,GasA,Ex,Y,SBrkr,1252.0,668.0,1920.0,1,2,0,4,1,Gd,8,Typ,1,Gd,Attchd,1958,Unf,2,451.0,TA,TA,Y,0.0,0.0,7,2006,WD ,12.058152515453552
1story_1946_&_newer_all_styles,RL,67.0,8308.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,Stone,20.0,TA,Gd,CBlock,TA,TA,No,BLQ,132.0,LwQ,1088.0,GasA,TA,Y,SBrkr,1088.0,0.0,1088.0,0,1,0,2,1,TA,4,Typ,0,,Detchd,2002,Unf,2,520.0,TA,TA,P,0.0,0.0,6,2007,COD,11.608235644774552
